qid,docno,score
7208,263312,0.9750355328796496
7208,194090,0.9476066126537264
7208,160555,0.7808642556612988
7208,272117,0.7479548976731826
7208,481339,0.7420599393631796
7208,238121,0.7339305472492363
7208,31037,0.7330158960063267
7208,205224,0.6931914579879517
7208,130303,0.6683797738752432
7208,179359,0.6186977584716773
7208,365092,0.6141748065839582
7208,133644,0.5996252451818213
7208,76556,0.5883507480974348
7208,220147,0.554519815408356
7208,306688,0.5286376060403059
7208,12899,0.508351312874515
7208,52185,0.4075671578866523
7208,282565,0.2932328489408971
7208,569224,0.19464972196773955
7208,556144,0.07534885747074922
1753,314056,0.8902994613509203
1753,377563,0.860001039773659
1753,141458,0.7949365205533127
1753,72529,0.7638091987671537
1753,53993,0.710475811561032
1753,445378,0.7037639001250597
1753,290391,0.6918822048630948
1753,458376,0.6694047316422738
1753,451898,0.6263010341919582
1753,513620,0.5992638061513548
1753,272585,0.5195451594109848
1753,178586,0.5087892567060865
1753,165998,0.4257361002864593
1753,482386,0.3862007455690357
1753,36659,0.3773636165175435
1753,163387,0.30063411152668373
1753,117391,0.29255467838183047
1753,229838,0.1518630772127914
1753,380107,0.11739900069924525
1753,487015,0.08789232224466707
6068,586035,0.9200229164498346
6068,366307,0.8674445894497804
6068,509837,0.8560919475332842
6068,483695,0.803567810721714
6068,564796,0.7189532176706137
6068,130118,0.7092614184274781
6068,419160,0.6656504847896791
6068,9845,0.6627876562046786
6068,443002,0.6618336493795682
6068,472882,0.6524083444895293
6068,406239,0.6488896838116927
6068,136627,0.6385790804106357
6068,12488,0.6264967364588634
6068,41417,0.6241824382576707
6068,457249,0.6086804493176099
6068,190266,0.5981437633600033
6068,302453,0.5194424691497902
6068,110114,0.46991410027384645
6068,375706,0.2503526191332162
6068,419550,0.19746421738899442
1952,519297,0.9944583274357846
1952,355597,0.8890636317043253
1952,295435,0.8580403362673898
1952,506824,0.8192953711022988
1952,183699,0.8045271128701771
1952,114857,0.7954226986016419
1952,469473,0.7811719047635184
1952,77361,0.7709480247851015
1952,580761,0.6990308279138014
1952,533780,0.6169616814110518
1952,25507,0.6088033137119251
1952,58335,0.6002287480870517
1952,404418,0.5756965546702345
1952,475479,0.5728137814039789
1952,460839,0.5407646886511693
1952,432444,0.5353994907192919
1952,239612,0.5048110905571949
1952,555879,0.4020776203977964
1952,65274,0.3967643600572905
1952,288185,0.08648275431815823
8032,144114,0.9999999340432119
8032,325113,0.9126781222846743
8032,181961,0.8794907765842417
8032,243523,0.7834776959892334
8032,181515,0.7808809264980311
8032,108672,0.7738306068077625
8032,284734,0.7289878818700601
8032,562399,0.7072289814547296
8032,569023,0.663749081965929
8032,492589,0.6357055410644702
8032,176110,0.6145901138783293
8032,239313,0.5599254912548657
8032,275319,0.5565383995753653
8032,34432,0.5045208309219178
8032,449696,0.32075971010154813
8032,349901,0.25814085691159694
8032,472706,0.22259928723278682
8032,41732,0.201191801462434
8032,40183,0.14065015507765008
8032,196297,0.13097075237687367
5465,507813,0.8873931132065634
5465,34722,0.8770239006118008
5465,141189,0.8732091516631939
5465,178717,0.8196568108750479
5465,375821,0.8187086277832736
5465,249017,0.8127276320625362
5465,525386,0.7370874475208249
5465,442544,0.6923524788768711
5465,305509,0.6572758422332708
5465,329137,0.6498022899830826
5465,295355,0.5367135931744255
5465,437574,0.48846761851924114
5465,413324,0.47836829268868075
5465,110046,0.43583910720708857
5465,400945,0.3618289133537214
5465,325296,0.2602808910867723
5465,594595,0.24878040713100408
5465,301797,0.21691575752005254
5465,138419,0.17732736179788175
5465,273759,0.12918462025441219
10677,309555,0.9999998857107731
10677,481601,0.790792036528583
10677,97010,0.649942124023685
10677,106024,0.6465600716523157
10677,475412,0.6390090763864418
10677,225666,0.6301039100552719
10677,365907,0.6057754526866949
10677,103176,0.5502093008329823
10677,357008,0.5459677670664063
10677,295115,0.4859947088760613
10677,404429,0.47004284075207925
10677,417509,0.4537521240307041
10677,162467,0.44052360672089935
10677,590840,0.42560712268159534
10677,530576,0.4243961255589247
10677,226600,0.3489919804229352
10677,322838,0.3290395486457681
10677,392357,0.2808382559317896
10677,256035,0.0860253989854858
10677,21288,0.04589939186900086
838,312361,0.944980207292229
838,64391,0.9327279228881028
838,45729,0.9273252231906393
838,214032,0.9129830243412609
838,432619,0.9052925203269419
838,437901,0.893650881093009
838,477063,0.8744312321364709
838,379892,0.8611536235576953
838,348225,0.8583692818348665
838,282726,0.8489734426466253
838,240519,0.8284066467048026
838,563380,0.8165320342614253
838,527776,0.8070746728613114
838,173346,0.7699739479464816
838,309672,0.7293166055338157
838,409797,0.7151839190352434
838,461242,0.6406803874732352
838,141170,0.5608667275475464
838,482488,0.5364357764237575
838,574608,0.12909991798142356
7979,547370,0.9999998804205336
7979,80031,0.7681122359230408
7979,297231,0.7578799096731637
7979,432283,0.6561555394630423
7979,180644,0.6533726937085805
7979,248217,0.6468787960520148
7979,508152,0.6453006429834313
7979,561481,0.6013399369835961
7979,148019,0.5938590923606298
7979,387515,0.5752161511870584
7979,421835,0.5195247805105395
7979,173479,0.5003344998210046
7979,217205,0.46982154643684326
7979,62925,0.4035991853229141
7979,484535,0.34860513383863995
7979,295785,0.22590917617859727
7979,229069,0.1773849035155365
7979,538470,0.1454200970782783
7979,307186,0.07064187423635765
7979,568526,0.035852489809781674
7526,462984,0.9851247479869834
7526,266194,0.9775413013130736
7526,328477,0.9533538029751538
7526,376485,0.9364045664558065
7526,275334,0.9298072842905831
7526,133487,0.9003143190088901
7526,497344,0.8679832193045036
7526,307465,0.8647369468365882
