qid,docno,score
7208,194090,0.9869015690135721
7208,263312,0.9001423103325331
7208,160555,0.8763778588554462
7208,130303,0.846358416697052
7208,238121,0.8238189834829915
7208,205224,0.6288091111227969
7208,272117,0.59101744032404
7208,12899,0.5699554678748413
7208,569224,0.5492147105065494
7208,220147,0.5096987561908048
7208,365092,0.5048425386708473
7208,481339,0.4983088106257838
7208,76556,0.46335736443811726
7208,179359,0.4558578866947079
7208,31037,0.448382739718361
7208,306688,0.44817543530729215
7208,133644,0.441823469392866
7208,52185,0.3553982582379506
7208,282565,0.3328727523927215
7208,556144,0.301395429882997
1753,377563,0.9239870499389814
1753,165998,0.8564339275070645
1753,458376,0.6438672451220663
1753,53993,0.6420825936400251
1753,290391,0.6320069754229529
1753,141458,0.6259587762621324
1753,36659,0.5948909853055467
1753,178586,0.5827932600945149
1753,482386,0.5722921080047502
1753,314056,0.5611982477350335
1753,451898,0.5267620638994857
1753,72529,0.5239380235680273
1753,445378,0.4949486024142635
1753,272585,0.48368695049107685
1753,513620,0.4792424748619574
1753,163387,0.4501006538692147
1753,229838,0.3848243785080147
1753,117391,0.3831663317435981
1753,487015,0.35156928897866835
1753,380107,0.3361953176430795
6068,9845,0.9156967956494412
6068,136627,0.8571029699160112
6068,443002,0.8022091532848554
6068,419550,0.7898568695559779
6068,509837,0.7624105708900876
6068,12488,0.7609063332356041
6068,366307,0.7598178673339578
6068,130118,0.745847110134168
6068,483695,0.7171138629020005
6068,419160,0.6912129584124472
6068,457249,0.687095097763203
6068,564796,0.6810928855550059
6068,586035,0.6800920681306906
6068,41417,0.6744316956533445
6068,190266,0.6635025347932965
6068,406239,0.6609946961356332
6068,110114,0.6577002001976923
6068,472882,0.6553707488067732
6068,302453,0.6474938775895519
6068,375706,0.5958899219009165
1952,519297,0.977833488557073
1952,295435,0.9645100523878658
1952,183699,0.7833135486791949
1952,506824,0.7587369760950627
1952,25507,0.6407850255157305
1952,355597,0.6316200850839413
1952,580761,0.6247702844306653
1952,58335,0.582873600677503
1952,404418,0.5588768373509247
1952,533780,0.5566386920825006
1952,114857,0.5562876136881459
1952,555879,0.5169550609421338
1952,432444,0.5168054838985341
1952,469473,0.513675830805058
1952,77361,0.5112941501362329
1952,239612,0.48538502734270567
1952,475479,0.46801281890662594
1952,460839,0.46442003230414786
1952,65274,0.4443476634700143
1952,288185,0.34593101727263303
8032,144114,0.9999999149867819
8032,243523,0.8187149105772265
8032,181961,0.7747255662111198
8032,325113,0.7087351074324596
8032,284734,0.6897629721204005
8032,275319,0.6194439019489798
8032,34432,0.6087106736007917
8032,569023,0.5793901158437956
8032,108672,0.5777346611797576
8032,40183,0.5626006203106004
8032,349901,0.558168998171319
8032,239313,0.5538781668398363
8032,181515,0.5516507116884211
8032,492589,0.5374205380285948
8032,176110,0.5358951907161066
8032,562399,0.5018595476927741
8032,41732,0.41887287749394697
8032,449696,0.3995730027189386
8032,196297,0.36872833798750004
8032,472706,0.34760108103764237
5465,249017,0.9531818705276719
5465,507813,0.8871404825875684
5465,525386,0.7574233425725807
5465,375821,0.7224008266648251
5465,178717,0.7040592996887755
5465,141189,0.6080039115262421
5465,329137,0.5262916389324221
5465,273759,0.5167384810176489
5465,34722,0.5080962282959737
5465,442544,0.48033093482320405
5465,413324,0.46410185521583996
5465,305509,0.4442456428359766
5465,437574,0.428753687716224
5465,138419,0.37528655455248616
5465,295355,0.37227035500370553
5465,400945,0.3668431840850518
5465,110046,0.34109990277540253
5465,301797,0.33549247731984766
5465,325296,0.30576210002547616
5465,594595,0.28357650387401484
10677,309555,0.9999999451744449
10677,481601,0.5803984541702099
10677,97010,0.45154818051914036
10677,103176,0.4260813007435614
10677,417509,0.40598844476268625
10677,357008,0.3769724669124568
10677,322838,0.3411346492582701
10677,365907,0.33347256296216476
10677,106024,0.33018600442084733
10677,225666,0.3279672626118345
10677,475412,0.326463472961386
10677,590840,0.29968413790884596
10677,530576,0.2961480615890504
10677,162467,0.29471643639935985
10677,404429,0.29049145872622406
10677,226600,0.287787450927104
10677,295115,0.28586739734907085
10677,256035,0.2625170049890998
10677,392357,0.23949725990436466
10677,21288,0.1835975674760035
838,309672,0.9323289331025179
838,173346,0.8855700913836666
838,432619,0.8620527462266672
838,348225,0.8318644700308879
838,214032,0.7813689777151565
838,312361,0.7799212315002684
838,240519,0.7766196275000956
838,437901,0.7467078681439706
838,64391,0.7450482294619192
838,141170,0.7365419829555361
838,461242,0.7296880626922038
838,409797,0.726992136688421
838,45729,0.7147683076185144
838,379892,0.6895598117375717
838,477063,0.6753342828034676
838,527776,0.6581519221600438
838,482488,0.6453189590428083
838,282726,0.6335255981793513
838,563380,0.624530001812776
838,574608,0.5163996719256944
7979,547370,0.9999999240134867
7979,295785,0.496371596635671
