alpha,beta,map,ndcg_cut_10,P_10,P_20,recall_10,recall_20
0.0,0.0,0.11672038971257886,0.15651436104703953,0.045200000000000046,0.03240000000000008,0.22709908424908423,0.30802765567765555
0.0,0.2,0.1479622228873829,0.19515589637220343,0.05420000000000011,0.03240000000000008,0.26466178266178264,0.30802765567765555
0.0,0.4,0.17078049573512663,0.21896808555952413,0.05680000000000012,0.03240000000000008,0.2761887667887667,0.30802765567765555
0.0,0.6000000000000001,0.18910352895697266,0.23616550693752017,0.05760000000000013,0.03240000000000008,0.2818363858363857,0.30802765567765555
0.0,0.8,0.19682990416691776,0.24192200171164518,0.05700000000000013,0.03240000000000008,0.2807808302808302,0.30802765567765555
0.0,1.0,0.19279057482034656,0.23756998559087297,0.05600000000000012,0.03240000000000008,0.278308608058608,0.30802765567765555
0.2,0.0,0.17656313200503765,0.22307758636887196,0.05800000000000013,0.03870000000000013,0.2881340048840048,0.36137534687534656
0.2,0.2,0.20188969699817128,0.2519402501631484,0.06360000000000018,0.03870000000000013,0.311246703296703,0.36137534687534656
0.2,0.4,0.2176346685494596,0.27061665312407845,0.06760000000000019,0.03870000000000013,0.32742852147852125,0.36137534687534656
0.2,0.6000000000000001,0.22889780634797177,0.2807534881486674,0.0682000000000002,0.03870000000000013,0.3306475690975688,0.36137534687534656
0.2,0.8,0.22893963797949152,0.28126921987037895,0.06840000000000022,0.03870000000000013,0.3300642357642355,0.36137534687534656
0.2,1.0,0.22206188770510862,0.27570916216830166,0.06840000000000021,0.03870000000000013,0.33160868020867995,0.36137534687534656
0.4,0.0,0.20902337756193287,0.26311897459500366,0.0670000000000002,0.04050000000000015,0.32763956043956016,0.37315446775446753
0.4,0.2,0.2296654742024247,0.2855012524649804,0.07160000000000026,0.04050000000000015,0.3427751526251525,0.37315446775446753
0.4,0.4,0.2398635111322572,0.2933978722058349,0.07140000000000027,0.04050000000000015,0.34092192807192784,0.37315446775446753
0.4,0.6000000000000001,0.2428988178932133,0.2946737818758603,0.07060000000000027,0.04050000000000015,0.3394774836274835,0.37315446775446753
0.4,0.8,0.24324066300059055,0.29341702044560974,0.07020000000000026,0.04050000000000015,0.3364385947385946,0.37315446775446753
0.4,1.0,0.22602451352064762,0.279579875734657,0.07020000000000026,0.04050000000000015,0.33670526140526125,0.37315446775446753
0.6000000000000001,0.0,0.21636131704865733,0.270038943928337,0.07000000000000023,0.04170000000000016,0.33040220890220867,0.38197113442113423
0.6000000000000001,0.2,0.23184812302805227,0.288975668702132,0.07360000000000026,0.04170000000000016,0.35021954711954695,0.38197113442113423
0.6000000000000001,0.4,0.2400304101508514,0.2979031794818842,0.07480000000000026,0.04170000000000016,0.35659415029415026,0.38197113442113423
0.6000000000000001,0.6000000000000001,0.24868152517406986,0.3044582447834094,0.07420000000000028,0.04170000000000016,0.3551774836274836,0.38197113442113423
0.6000000000000001,0.8,0.24948349703215014,0.30216924439340903,0.07280000000000027,0.04170000000000016,0.34852748362748365,0.38197113442113423
0.6000000000000001,1.0,0.22614618504445547,0.2823749494913104,0.07240000000000026,0.04170000000000016,0.34502748362748364,0.38197113442113423
0.8,0.0,0.2214556019009111,0.2729307136244241,0.06900000000000021,0.04200000000000016,0.3281758963258962,0.38300764235764234
0.8,0.2,0.23183823219450547,0.28509653621313263,0.07200000000000024,0.04200000000000016,0.33804256299256286,0.38300764235764234
0.8,0.4,0.2417864126238972,0.2975799518881512,0.07440000000000026,0.04200000000000016,0.35050367410367406,0.38300764235764234
0.8,0.6000000000000001,0.24734109132425305,0.3029359903915637,0.07480000000000027,0.04200000000000016,0.352610816960817,0.38300764235764234
0.8,0.8,0.251289083152686,0.3042591219235232,0.07380000000000027,0.04200000000000016,0.3469719280719281,0.38300764235764234
0.8,1.0,0.2274318984445254,0.2844785681701742,0.07340000000000027,0.04200000000000016,0.34580526140526147,0.38300764235764234
1.0,0.0,0.21557976078203755,0.26710940608481704,0.06740000000000021,0.040800000000000156,0.3228870074370072,0.37841399156399147
1.0,0.2,0.2283653469828819,0.28252053826646845,0.07120000000000025,0.040800000000000156,0.3373092296592295,0.37841399156399147
1.0,0.4,0.23840740412083136,0.29326227297565133,0.07300000000000027,0.040800000000000156,0.34579811854811837,0.37841399156399147
1.0,0.6000000000000001,0.24485858743557404,0.2996113808217219,0.07280000000000027,0.040800000000000156,0.34848145188145174,0.37841399156399147
1.0,0.8,0.2499683843206852,0.3022430748475762,0.07180000000000025,0.040800000000000156,0.3448258963258962,0.37841399156399147
1.0,1.0,0.2280127293280484,0.2832876838234113,0.07140000000000025,0.040800000000000156,0.34215922965922957,0.37841399156399147
