qid,docno,score
7208,130303,0.8477041255146629
7208,481339,0.7029886760108789
7208,514970,0.6726546965355458
7208,139094,0.6724396345817236
7208,391156,0.6623664760463459
7208,88157,0.6605343113888793
7208,306688,0.6423628362204917
7208,200928,0.6388440069556931
7208,468016,0.6362450936947811
7208,488207,0.6161494137082147
7208,561924,0.6093738520794668
7208,507276,0.6029452036649251
7208,585511,0.6007330767959763
7208,546133,0.6003891294104217
7208,291886,0.5933260423550224
7208,84213,0.5906476818811848
7208,239769,0.5871112486528925
7208,484105,0.5855580943222337
7208,583403,0.5840164235928401
7208,309758,0.5733489203352249
7208,365704,0.5722868845467342
7208,178497,0.5681504126573745
7208,525590,0.5590629143447569
7208,275392,0.5500040631931054
7208,561999,0.5497644836538289
7208,31037,0.5478523301876344
7208,468047,0.5445859742232587
7208,118786,0.5439850076029304
7208,444749,0.5380445831792202
7208,335375,0.5370673067086091
7208,392605,0.5353231717672287
7208,413672,0.5174865685287229
7208,88947,0.5102197224673002
7208,561205,0.5090238080875735
7208,58290,0.5087612862768981
7208,258439,0.5070368628701964
7208,517323,0.5069851803003059
7208,150514,0.50526710736403
7208,409350,0.5022630145000063
7208,33157,0.5000258136081828
7208,481761,0.49420905721736486
7208,570112,0.4936484036341357
7208,529435,0.49283290914582045
7208,259560,0.47925837249549474
7208,281256,0.4712698235175268
7208,238215,0.4703274148403542
7208,518088,0.46862408219072277
7208,188776,0.4658089912941265
7208,581866,0.4629022326531478
7208,283374,0.46044285949614044
7208,407505,0.4550226966285282
7208,257625,0.45486726877327854
7208,545491,0.4469375193180292
7208,2748,0.44636983882165127
7208,568299,0.4412916937810021
7208,428017,0.4313102327184862
7208,275084,0.42951385002423803
7208,534370,0.4288710045856857
7208,170318,0.42537237557505325
7208,106249,0.417736969378335
7208,378755,0.41634331349639947
7208,61227,0.4130077225028456
7208,153112,0.40774481257652945
7208,67625,0.4073151697365769
7208,429196,0.4072266280832673
7208,168001,0.4046236207873182
7208,41625,0.4039434466289776
7208,361482,0.4012596559684789
7208,233248,0.3973584160312153
7208,18733,0.3971392743530026
7208,450132,0.39660414470071154
7208,454810,0.3949013049976256
7208,178521,0.39475160134880216
7208,535605,0.38533589854061107
7208,449124,0.38492763610588465
7208,518526,0.3797571690484298
7208,573079,0.3793138356741185
7208,354136,0.3759223007342695
7208,66834,0.37432730028647687
7208,394454,0.36728803540093147
7208,188232,0.351981231795356
7208,266725,0.3375131020587357
7208,217006,0.33368903328375255
7208,537222,0.33339829725885517
7208,333605,0.3324015328128118
7208,76480,0.3313423243997216
7208,337993,0.3301946701814682
7208,308319,0.32985012580032563
7208,313372,0.32960057893516936
7208,222979,0.3202803626664105
7208,121622,0.30205096090033473
7208,272139,0.28548301733181725
7208,484764,0.2804252803325653
7208,430997,0.26675650737551526
7208,401414,0.25529179499521765
7208,289429,0.25431604222230053
7208,446628,0.23610527974515993
7208,301552,0.21976692734069828
7208,400133,0.05241181804281523
7208,597556,0.03730212310847318
1753,590840,0.8291531613101712
1753,139891,0.7775499291573841
1753,217727,0.7730957454139681
1753,438515,0.7508534763040471
1753,141458,0.6532110891025606
1753,36272,0.6277993307288176
1753,216356,0.6212486955639878
1753,97881,0.6097519155823186
1753,104485,0.6069952854167173
1753,277482,0.6052250943465989
1753,255101,0.5866089420576663
1753,520963,0.582953031032462
1753,162298,0.579136489500194
1753,290831,0.5747322854044934
1753,502614,0.5745124650618291
1753,259282,0.5737256557151316
1753,326717,0.5712585260574966
1753,531005,0.5697406675364534
1753,404429,0.5553736404446563
1753,519473,0.537877852383198
1753,307688,0.5290997159056565
1753,433809,0.5075718872291101
1753,477552,0.5009148049636667
1753,123000,0.4845012078596728
1753,250530,0.48256642515813075
1753,462050,0.47588725315945013
1753,151132,0.46907177237098674
1753,88539,0.4635917613285657
1753,29400,0.45726517728269755
1753,336217,0.4518372058615716
1753,40195,0.45073287370961734
1753,137307,0.4479571704916696
1753,369439,0.43663769022063187
1753,333755,0.4356643045311055
1753,540571,0.43495275778218323
1753,163923,0.4347421612126697
1753,226748,0.4282607779249783
1753,75372,0.4164666294138962
1753,179664,0.41532376005626803
1753,120133,0.4124212166058341
1753,309226,0.40897829569385685
1753,577951,0.4079779723899992
1753,369202,0.40745162120070566
1753,38394,0.4041694697772122
1753,107424,0.4013247996542908
1753,417509,0.39677336850084616
1753,252853,0.39341622824752714
1753,105849,0.39161336847625294
1753,64672,0.3914859114587621
1753,535340,0.3911411266793
1753,366349,0.39045952566254644
1753,356987,0.38771162248784663
1753,53602,0.3752265407907949
1753,76981,0.37178289689101307
1753,177648,0.36592408562160544
1753,52295,0.3641977834530963
1753,162467,0.36337377247488933
1753,169980,0.36333969235420227
1753,480472,0.36242556728758296
1753,182226,0.36221883354448897
1753,263306,0.3556738877613809
1753,56052,0.3533234315652329
1753,440774,0.3529619980170478
1753,20987,0.34582358173473454
1753,482927,0.34557360285166666
1753,172694,0.3448422959101666
1753,134995,0.342695327793176
1753,408078,0.3279270291031229
1753,162653,0.323608927448333
1753,98344,0.3234477495266868
1753,100764,0.3212054107221527
1753,534999,0.3207757401460156
1753,307595,0.3166148826895213
1753,16670,0.302131746177066
1753,512057,0.30144698498211575
1753,426677,0.2936688635479171
1753,229225,0.2891828435000076
1753,127396,0.2881229621562114
1753,309250,0.2841136240772475
1753,97018,0.27184522194918104
1753,214195,0.2532777920356783
1753,63848,0.2521637521568202
1753,493177,0.25215908753717337
1753,580918,0.25095892530662556
1753,377282,0.23830179702387064
1753,546313,0.23660781323999044
1753,110516,0.2262956828102111
1753,500705,0.22397606765819095
1753,564389,0.21568195445573532
1753,57315,0.2133282915100689
1753,200925,0.1866105912997114
1753,391506,0.17287637000443726
1753,379443,0.16452672072546512
1753,235670,0.16295960704771462
1753,84356,0.1359883638311199
1753,103964,0.13523724083285094
1753,94015,0.12338418984952775
1753,298810,0.1231909400135703
1753,466028,0.08711353732403224
1753,342645,0.02006836794248877
6068,136627,0.8949388313824018
6068,406239,0.8600491561301178
6068,130118,0.8283204573867371
6068,443002,0.7834954361197388
6068,457249,0.7815042919216376
6068,483695,0.7796881894332104
6068,366307,0.7592133282252681
6068,403103,0.75290106929387
6068,419160,0.7522112273381937
6068,12488,0.739941189236667
6068,509837,0.7303293369527151
6068,472882,0.7275417576714268
6068,564796,0.7126283401650482
6068,278073,0.7056387345268321
6068,302453,0.7047894980111555
6068,221050,0.6983365510623502
6068,9845,0.6972462167871062
6068,582191,0.6948650147727481
6068,47614,0.6728241601189715
6068,399543,0.6683517344322718
6068,391835,0.6680784026664432
6068,167103,0.6553438367890639
6068,8276,0.6477167870810977
6068,332152,0.6465077194651792
6068,190266,0.6306764371635808
6068,391896,0.6270909209296246
