qid,docno,score
7208,514970,0.8161430399772913
7208,546133,0.8001937004378615
7208,130303,0.7969388281658474
7208,139094,0.7877342699867084
7208,391156,0.7764152121480814
7208,481339,0.757840778320686
7208,291886,0.7539083710615444
7208,88157,0.7471316700453308
7208,561924,0.7374181670275111
7208,507276,0.7363867139235271
7208,309758,0.7299498224208015
7208,561999,0.7239194956835734
7208,200928,0.7184699593484749
7208,468016,0.7173441459494108
7208,239769,0.7146466444337155
7208,484105,0.7114314922390129
7208,335375,0.7109692457672532
7208,585511,0.707546355955323
7208,275392,0.6992917647680157
7208,583403,0.6944918837000303
7208,525590,0.6896921030149307
7208,84213,0.6805101406222559
7208,488207,0.6800709903852963
7208,468047,0.6797207152877462
7208,306688,0.6783863769067471
7208,392605,0.6773019278807609
7208,58290,0.6711776552291321
7208,88947,0.6621952501324996
7208,33157,0.6455658549213475
7208,481761,0.6437278718379762
7208,517323,0.6426650100558156
7208,178497,0.6420681087267966
7208,258439,0.6307400157551666
7208,259560,0.6272221277703457
7208,238215,0.6256244668214985
7208,150514,0.621724215088532
7208,518088,0.6199427232061478
7208,118786,0.6184706828986408
7208,365704,0.6163752578499204
7208,281256,0.6106654293368884
7208,529435,0.6081790676310005
7208,188776,0.6070891786123419
7208,570112,0.6069165586181009
7208,561205,0.6062497758098772
7208,581866,0.6048341019184623
7208,444749,0.6016506162174864
7208,283374,0.6002713832087636
7208,413672,0.5987735073955412
7208,407505,0.5962163974714068
7208,2748,0.5927432239590892
7208,409350,0.5855997676574509
7208,545491,0.5821148991615399
7208,428017,0.5730006378092858
7208,257625,0.5724194919925734
7208,31037,0.5638689362901825
7208,534370,0.5593195700666618
7208,568299,0.5503233839741268
7208,153112,0.5398714629851565
7208,61227,0.536523424687931
7208,429196,0.5336893081755829
7208,378755,0.5311645329202654
7208,233248,0.5285242341510523
7208,361482,0.5275377160390872
7208,450132,0.5269570023458926
7208,178521,0.5157766456060036
7208,18733,0.5101105835409041
7208,170318,0.5089688964323935
7208,67625,0.5051774556263451
7208,106249,0.5048523356451307
7208,168001,0.5043232704595008
7208,41625,0.49858400094148003
7208,354136,0.4876944315026938
7208,275084,0.48722048511648913
7208,518526,0.4849652365646965
7208,454810,0.48333184399089346
7208,573079,0.480773989942467
7208,449124,0.4758479921614476
7208,535605,0.4684398651829337
7208,188232,0.46707779627373086
7208,66834,0.43886898373374594
7208,333605,0.4355125819066653
7208,337993,0.43044608246336136
7208,308319,0.42770102048454395
7208,537222,0.4215070976955897
7208,217006,0.4196924861738892
7208,76480,0.4185462518452466
7208,394454,0.4164706529419742
7208,222979,0.39068084433712674
7208,121622,0.38648494225837204
7208,313372,0.3815476479089375
7208,272139,0.3774282558592451
7208,484764,0.3739003539085388
7208,266725,0.3638360341211991
7208,430997,0.3412964804066602
7208,401414,0.3218338590163733
7208,446628,0.3106053330607704
7208,289429,0.3084999150821166
7208,301552,0.28670026241693497
7208,597556,0.03147880020810503
7208,400133,0.026205909021407615
1753,217727,0.8865470084396349
1753,590840,0.8251554573888655
1753,139891,0.7778438065128961
1753,36272,0.7328005127994063
1753,438515,0.7000107901186907
1753,520963,0.6844498938168978
1753,531005,0.6777390761149903
1753,216356,0.6630223409889717
1753,277482,0.6503221284292122
1753,502614,0.6433940893720018
1753,255101,0.6405429222712801
1753,162298,0.6366041743107583
1753,433809,0.6301436480155712
1753,259282,0.6256506666742085
1753,326717,0.616315415010102
1753,477552,0.6158233994386586
1753,151132,0.6062783880403899
1753,462050,0.6019534688562983
1753,104485,0.5988778327231978
1753,336217,0.5979358821980969
1753,290831,0.588405704331542
1753,88539,0.5670210753568945
1753,226748,0.5669357650153456
